word,werewolf_freq,villager_freq,log_ratio,werewolf_count,villager_count
perspective,0.0007127583749109052,0.0,10.0,1,0
"dialogue,",0.0014255167498218105,0.0,10.0,2,0
reinforce,0.0007127583749109052,0.0,10.0,1,0
teamwork,0.0007127583749109052,0.0,10.0,1,0
investigation,0.0007127583749109052,0.0,10.0,1,0
one,0.0007127583749109052,0.0,10.0,1,0
manipulated,0.0007127583749109052,0.0,10.0,1,0
"themselves,",0.0007127583749109052,0.0,10.0,1,0
redirect,0.0007127583749109052,0.0,10.0,1,0
"observations,",0.0014255167498218105,0.0,10.0,2,0
shadows.,0.0007127583749109052,0.0,10.0,1,0
engaged.,0.0007127583749109052,0.0,10.0,1,0
keeps,0.0007127583749109052,0.0,10.0,1,0
genuine,0.0007127583749109052,0.0,10.0,1,0
giving,0.0007127583749109052,0.0,10.0,1,0
defensive.,0.0007127583749109052,0.0,10.0,1,0
player3.,0.0007127583749109052,0.0,10.0,1,0
clear,0.0007127583749109052,0.0,10.0,1,0
casting,0.0007127583749109052,0.0,10.0,1,0
inconsistent,0.0007127583749109052,0.0,10.0,1,0
"cautious,",0.0007127583749109052,0.0,10.0,1,0
influence,0.0007127583749109052,0.0,10.0,1,0
front,0.005702066999287242,0.0002581977794990963,3.094858141092127,8,1
encouraging,0.004989308624376337,0.0002581977794990963,2.961326748467605,7,1
threats,0.004989308624376337,0.0002581977794990963,2.961326748467605,7,1
me.,0.0042765502494654314,0.0002581977794990963,2.8071760686403464,6,1
focusing,0.0042765502494654314,0.0002581977794990963,2.8071760686403464,6,1
real,0.0042765502494654314,0.0002581977794990963,2.8071760686403464,6,1
myself.,0.003563791874554526,0.0002581977794990963,2.624854511846392,5,1
maintain,0.010691375623663579,0.000774593338497289,2.6248545118463915,15,3
collaboration,0.002851033499643621,0.0002581977794990963,2.4017109605321822,4,1
identifying,0.002851033499643621,0.0002581977794990963,2.4017109605321822,4,1
can,0.018531717747683536,0.0018073844564936742,2.32760298837846,26,7
close,0.0021382751247327157,0.0002581977794990963,2.114028888080401,3,1
drawing,0.0042765502494654314,0.0005163955589981926,2.114028888080401,6,2
important,0.017106200997861726,0.0020655822359927703,2.114028888080401,24,8
agreeing,0.0021382751247327157,0.0002581977794990963,2.114028888080401,3,1
supporting,0.0021382751247327157,0.0002581977794990963,2.114028888080401,3,1
create,0.0042765502494654314,0.0005163955589981926,2.114028888080401,6,2
blend,0.0042765502494654314,0.0005163955589981926,2.114028888080401,6,2
discussion,0.005702066999287242,0.000774593338497289,1.9962458524240174,8,3
away,0.009265858873841768,0.0012909888974954814,1.9709280444397277,13,5
will,0.003563791874554526,0.0005163955589981926,1.9317073312864466,5,2
assess,0.0014255167498218105,0.0002581977794990963,1.7085637799722366,2,1
allows,0.0014255167498218105,0.0002581977794990963,1.7085637799722366,2,1
others.,0.002851033499643621,0.0005163955589981926,1.7085637799722366,4,2
than,0.0014255167498218105,0.0002581977794990963,1.7085637799722366,2,1
accusations,0.0014255167498218105,0.0002581977794990963,1.7085637799722366,2,1
suspiciously,0.0014255167498218105,0.0002581977794990963,1.7085637799722366,2,1
rather,0.0014255167498218105,0.0002581977794990963,1.7085637799722366,2,1
supportive,0.0014255167498218105,0.0002581977794990963,1.7085637799722366,2,1
think,0.0014255167498218105,0.0002581977794990963,1.7085637799722366,2,1
player1.,0.0014255167498218105,0.0002581977794990963,1.7085637799722366,2,1
stories.,0.0014255167498218105,0.0002581977794990963,1.7085637799722366,2,1
them,0.0014255167498218105,0.0002581977794990963,1.7085637799722366,2,1
avoid,0.007840342124019958,0.001549186676994578,1.6215524029826067,11,6
united,0.006414825374198147,0.0012909888974954814,1.6032032643144105,9,5
open,0.006414825374198147,0.0012909888974954814,1.6032032643144105,9,5
build,0.003563791874554526,0.000774593338497289,1.526242223178282,5,3
help,0.007127583749109052,0.001549186676994578,1.526242223178282,10,6
divert,0.009265858873841768,0.0020655822359927703,1.5009244151939922,13,8
keep,0.007840342124019958,0.0018073844564936742,1.4674017231553484,11,7
unity,0.0021382751247327157,0.0005163955589981926,1.4208817075204558,3,2
villagers,0.0021382751247327157,0.0005163955589981926,1.4208817075204558,3,2
acting,0.0021382751247327157,0.0005163955589981926,1.4208817075204558,3,2
this,0.007127583749109052,0.0018073844564936742,1.3720915433510237,10,7
it's,0.021382751247327157,0.005680351148980119,1.3255715277161308,30,22
while,0.006414825374198147,0.0018073844564936742,1.2667310276931973,9,7
suspicion.,0.007127583749109052,0.0020655822359927703,1.2385601507265012,10,8
subtly,0.003563791874554526,0.0010327911179963851,1.2385601507265012,5,4
from,0.01924447612259444,0.005680351148980119,1.2202110120583043,27,22
want,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
communication,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
eager,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
thoughts.,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
individual,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
onto,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
don't,0.0014255167498218105,0.0005163955589981926,1.0154165994122915,2,2
alone.,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
evaluating,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
observation,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
guide,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
engaged,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
balanced,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
target,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
true,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
"others,",0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
"player2,",0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
werewolves,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
claims.,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
support,0.0014255167498218105,0.0005163955589981926,1.0154165994122915,2,2
possible,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
survival.,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
safety,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
further.,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
blindly,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
suspicions,0.0014255167498218105,0.0005163955589981926,1.0154165994122915,2,2
reasoning.,0.0007127583749109052,0.0002581977794990963,1.0154165994122915,1,1
conversation,0.0042765502494654314,0.001549186676994578,1.0154165994122912,6,6
let,0.0021382751247327157,0.000774593338497289,1.0154165994122912,3,3
"collaboration,",0.0042765502494654314,0.001549186676994578,1.0154165994122912,6,6
attention.,0.0021382751247327157,0.000774593338497289,1.0154165994122912,3,3
players.,0.0042765502494654314,0.001549186676994578,1.0154165994122912,6,6
suspicion,0.004989308624376337,0.0018073844564936742,1.0154165994122912,7,7
make,0.0021382751247327157,0.000774593338497289,1.0154165994122912,3,3
attention,0.0135424091233072,0.005163955589981926,0.9641233050247409,19,20
steer,0.003563791874554526,0.001549186676994578,0.8330950426183367,5,6
sharing,0.003563791874554526,0.001549186676994578,0.8330950426183367,5,6
sense,0.002851033499643621,0.0012909888974954814,0.7922730480980817,4,5
trust.,0.002851033499643621,0.0012909888974954814,0.7922730480980817,4,5
decisions.,0.0021382751247327157,0.0010327911179963851,0.7277345269605106,3,4
essential,0.0021382751247327157,0.0010327911179963851,0.7277345269605106,3,4
focus,0.010691375623663579,0.005422153369481022,0.6789443627910785,15,21
myself,0.003563791874554526,0.0018073844564936742,0.6789443627910784,5,7
against,0.0014255167498218105,0.000774593338497289,0.6099514913041268,2,3
encourage,0.002851033499643621,0.001549186676994578,0.6099514913041268,4,6
right,0.0014255167498218105,0.000774593338497289,0.6099514913041268,2,3
decision.,0.0014255167498218105,0.000774593338497289,0.6099514913041268,2,3
eye,0.0014255167498218105,0.000774593338497289,0.6099514913041268,2,3
believe,0.004989308624376337,0.0028401755744900596,0.563431475669234,7,11
trying,0.007127583749109052,0.004131164471985541,0.5454129701665559,10,16
who,0.003563791874554526,0.0020655822359927703,0.5454129701665559,5,8
observations,0.0042765502494654314,0.002581977794990963,0.5045909756463007,6,10
"discussion,",0.0021382751247327157,0.0012909888974954814,0.5045909756463007,3,5
everyone,0.0021382751247327157,0.0012909888974954814,0.5045909756463007,3,5
among,0.0042765502494654314,0.002581977794990963,0.5045909756463007,6,10
overly,0.0021382751247327157,0.0012909888974954814,0.5045909756463007,3,5
deflect,0.005702066999287242,0.0036147689129873485,0.45580081147686863,8,14
lead,0.002851033499643621,0.0018073844564936742,0.45580081147686863,4,7
themselves.,0.004989308624376337,0.003356571133488252,0.39637739100606784,7,13
the,0.036350677120456164,0.024528789052414148,0.3933653405360762,51,95
players',0.0007127583749109052,0.0005163955589981926,0.3222694188523461,1,2
feels,0.0007127583749109052,0.0005163955589981926,0.3222694188523461,1,2
doubt,0.0007127583749109052,0.0005163955589981926,0.3222694188523461,1,2
evidence,0.0007127583749109052,0.0005163955589981926,0.3222694188523461,1,2
emphasis,0.0007127583749109052,0.0005163955589981926,0.3222694188523461,1,2
distraction,0.0007127583749109052,0.0005163955589981926,0.3222694188523461,1,2
group.,0.0007127583749109052,0.0005163955589981926,0.3222694188523461,1,2
work,0.0007127583749109052,0.0005163955589981926,0.3222694188523461,1,2
like,0.0007127583749109052,0.0005163955589981926,0.3222694188523461,1,2
defense,0.0007127583749109052,0.0005163955589981926,0.3222694188523461,1,2
strategy,0.0014255167498218105,0.0010327911179963851,0.3222694188523461,2,4
approach,0.0014255167498218105,0.0010327911179963851,0.3222694188523461,2,4
suspicions.,0.0007127583749109052,0.0005163955589981926,0.3222694188523461,1,2
together,0.0007127583749109052,0.0005163955589981926,0.3222694188523461,1,2
too,0.003563791874554526,0.002581977794990963,0.3222694188523461,5,10
own,0.0007127583749109052,0.0005163955589981926,0.3222694188523461,1,2
equally,0.0007127583749109052,0.0005163955589981926,0.3222694188523461,1,2
not,0.0042765502494654314,0.003098373353989156,0.32226941885234595,6,12
suggestion,0.0021382751247327157,0.001549186676994578,0.32226941885234595,3,6
might,0.0021382751247327157,0.001549186676994578,0.32226941885234595,3,6
ensure,0.003563791874554526,0.0028401755744900596,0.22695923904802112,5,11
information,0.007127583749109052,0.005680351148980119,0.22695923904802112,10,22
threats.,0.003563791874554526,0.0028401755744900596,0.22695923904802112,5,11
with,0.006414825374198147,0.005163955589981926,0.21690890319451983,9,20
tactic,0.005702066999287242,0.004647560030983733,0.20448638319596255,8,18
that,0.006414825374198147,0.005680351148980119,0.12159872339019483,9,22
player4,0.005702066999287242,0.005163955589981926,0.0991258675381364,8,20
potential,0.004989308624376337,0.004647560030983733,0.07095499057143997,7,18
and,0.024233784746970778,0.024012393493415957,0.009177630875196631,34,93
also,0.002851033499643621,0.0028401755744900596,0.003815687733811402,4,11
without,0.0042765502494654314,0.004389362251484637,-0.026037275415869726,6,17
gathering,0.005702066999287242,0.0059385489284792155,-0.040636074837022564,8,23
inconsistencies,0.0021382751247327157,0.0023237800154918666,-0.08319568925581826,3,9
remaining,0.0007127583749109052,0.000774593338497289,-0.08319568925581851,1,3
"important,",0.0007127583749109052,0.000774593338497289,-0.08319568925581851,1,3
werewolf.,0.0014255167498218105,0.001549186676994578,-0.08319568925581851,2,6
"genuine,",0.0007127583749109052,0.000774593338497289,-0.08319568925581851,1,3
collaboration.,0.0007127583749109052,0.000774593338497289,-0.08319568925581851,1,3
"quiet,",0.0007127583749109052,0.000774593338497289,-0.08319568925581851,1,3
analyze,0.0014255167498218105,0.001549186676994578,-0.08319568925581851,2,6
actions.,0.0014255167498218105,0.001549186676994578,-0.08319568925581851,2,6
informed,0.0007127583749109052,0.000774593338497289,-0.08319568925581851,1,3
careful,0.0007127583749109052,0.000774593338497289,-0.08319568925581851,1,3
towards,0.0014255167498218105,0.001549186676994578,-0.08319568925581851,2,6
call,0.0007127583749109052,0.000774593338497289,-0.08319568925581851,1,3
us.,0.0007127583749109052,0.000774593338497289,-0.08319568925581851,1,3
hasty,0.0007127583749109052,0.000774593338497289,-0.08319568925581851,1,3
based,0.0007127583749109052,0.000774593338497289,-0.08319568925581851,1,3
group,0.0021382751247327157,0.002581977794990963,-0.18855620491364458,3,10
seems,0.004989308624376337,0.006196746707978312,-0.2167270818803411,7,24
statements.,0.0014255167498218105,0.0018073844564936742,-0.23734636908307666,2,7
accusations.,0.0014255167498218105,0.0018073844564936742,-0.23734636908307666,2,7
share,0.0014255167498218105,0.0018073844564936742,-0.23734636908307666,2,7
are,0.005702066999287242,0.0077459333849728895,-0.3063392405700282,8,30
gather,0.002851033499643621,0.0038729666924864447,-0.3063392405700282,4,15
any,0.007127583749109052,0.009811515620965659,-0.31958446732004875,10,38
identify,0.003563791874554526,0.0049057578104828295,-0.31958446732004875,5,19
should,0.007840342124019958,0.010844306738962044,-0.3243577460727064,11,42
more,0.004989308624376337,0.006971340046475601,-0.33451011753672455,7,27
leading,0.0007127583749109052,0.0010327911179963851,-0.3708777617075992,1,4
protect,0.0007127583749109052,0.0010327911179963851,-0.3708777617075992,1,4
player4's,0.0007127583749109052,0.0010327911179963851,-0.3708777617075992,1,4
critical,0.0007127583749109052,0.0010327911179963851,-0.3708777617075992,1,4
discussions,0.0007127583749109052,0.0010327911179963851,-0.3708777617075992,1,4
consider,0.0007127583749109052,0.0010327911179963851,-0.3708777617075992,1,4
reveal,0.0007127583749109052,0.0010327911179963851,-0.3708777617075992,1,4
revealing,0.0014255167498218105,0.0020655822359927703,-0.3708777617075992,2,8
trust,0.004989308624376337,0.007487735605473793,-0.4059690815188695,7,29
behavior,0.002851033499643621,0.004389362251484637,-0.43150238352403414,4,17
could,0.007840342124019958,0.012135295636457526,-0.4368357294993968,11,47
before,0.0021382751247327157,0.003356571133488252,-0.4509204693811357,3,13
our,0.0021382751247327157,0.003356571133488252,-0.4509204693811357,3,13
good,0.0014255167498218105,0.0023237800154918666,-0.48866079736398277,2,9
information.,0.0014255167498218105,0.0023237800154918666,-0.48866079736398277,2,9
they,0.003563791874554526,0.0059385489284792155,-0.510639704082758,5,23
everyone's,0.0007127583749109052,0.0012909888974954814,-0.5940213130218089,1,5
hiding,0.0007127583749109052,0.0012909888974954814,-0.5940213130218089,1,5
how,0.0007127583749109052,0.0012909888974954814,-0.5940213130218089,1,5
all,0.0014255167498218105,0.002581977794990963,-0.5940213130218089,2,10
other,0.0007127583749109052,0.0012909888974954814,-0.5940213130218089,1,5
crucial,0.0014255167498218105,0.0028401755744900596,-0.6893314928261339,2,11
about,0.003563791874554526,0.007229537825974697,-0.7073499983288123,5,28
for,0.003563791874554526,0.0077459333849728895,-0.7763428698157637,5,30
others,0.0007127583749109052,0.001549186676994578,-0.7763428698157638,1,6
being,0.0007127583749109052,0.001549186676994578,-0.7763428698157638,1,6
group's,0.0007127583749109052,0.001549186676994578,-0.7763428698157638,1,6
making,0.0014255167498218105,0.003098373353989156,-0.7763428698157638,2,12
something.,0.0007127583749109052,0.001549186676994578,-0.7763428698157638,1,6
conclusions.,0.0007127583749109052,0.001549186676994578,-0.7763428698157638,1,6
each,0.0007127583749109052,0.001549186676994578,-0.7763428698157638,1,6
defend,0.0007127583749109052,0.001549186676994578,-0.7763428698157638,1,6
jumping,0.0007127583749109052,0.001549186676994578,-0.7763428698157638,1,6
player1's,0.0014255167498218105,0.003356571133488252,-0.8563855774893002,2,13
which,0.005702066999287242,0.013942680092951201,-0.8941259054721472,8,54
intentions.,0.0007127583749109052,0.0018073844564936742,-0.930493549643022,1,7
player1,0.002851033499643621,0.007229537825974697,-0.930493549643022,4,28
much,0.0007127583749109052,0.0018073844564936742,-0.930493549643022,1,7
indicate,0.0014255167498218105,0.0036147689129873485,-0.930493549643022,2,14
closely.,0.0007127583749109052,0.0020655822359927703,-1.0640249422675445,1,8
stay,0.0007127583749109052,0.0020655822359927703,-1.0640249422675445,1,8
vigilant,0.0007127583749109052,0.0020655822359927703,-1.0640249422675445,1,8
their,0.0042765502494654314,0.012909888974954816,-1.1048469367877998,6,50
villagers.,0.0007127583749109052,0.0023237800154918666,-1.181807977923928,1,9
player3,0.0021382751247327157,0.0077459333849728895,-1.2871684935817544,3,30
but,0.0021382751247327157,0.008262328943971081,-1.3517070147193253,3,32
player2's,0.0007127583749109052,0.0028401755744900596,-1.3824786733860792,1,11
focused,0.0007127583749109052,0.0028401755744900596,-1.3824786733860792,1,11
player5,0.0014255167498218105,0.0059385489284792155,-1.4269304359569133,2,23
behavior.,0.0007127583749109052,0.003098373353989156,-1.4694900503757091,1,12
need,0.005702066999287242,0.025819777949909632,-1.5103120448959642,8,100
player2,0.0014255167498218105,0.006971340046475601,-1.5872730860320925,2,27
player5's,0.0007127583749109052,0.004389362251484637,-1.8177967446439247,1,17
cautious,0.0014255167498218105,0.009036922282468371,-1.846784281517177,2,35
remain,0.0007127583749109052,0.0077459333849728895,-2.385780782249864,1,30
observe,0.0007127583749109052,0.010844306738962044,-2.722253018871077,1,42
i'm,0.0,0.0002581977794990963,-10.0,0,1
rush,0.0,0.0002581977794990963,-10.0,0,1
confirmed,0.0,0.0018073844564936742,-10.0,0,7
me;,0.0,0.0002581977794990963,-10.0,0,1
seem,0.0,0.004131164471985541,-10.0,0,16
scrutinized,0.0,0.0002581977794990963,-10.0,0,1
tactic.,0.0,0.0002581977794990963,-10.0,0,1
dialogue,0.0,0.0002581977794990963,-10.0,0,1
further,0.0,0.0002581977794990963,-10.0,0,1
must,0.0,0.0077459333849728895,-10.0,0,30
act,0.0,0.000774593338497289,-10.0,0,3
alert,0.0,0.0002581977794990963,-10.0,0,1
suggestion.,0.0,0.0002581977794990963,-10.0,0,1
communicate,0.0,0.0005163955589981926,-10.0,0,2
quiet,0.0,0.0005163955589981926,-10.0,0,2
manipulation,0.0,0.0002581977794990963,-10.0,0,1
good.,0.0,0.0002581977794990963,-10.0,0,1
village.,0.0,0.0005163955589981926,-10.0,0,2
under,0.0,0.0002581977794990963,-10.0,0,1
attentive,0.0,0.000774593338497289,-10.0,0,3
effectively,0.0,0.0005163955589981926,-10.0,0,2
player5.,0.0,0.0005163955589981926,-10.0,0,2
caution,0.0,0.0005163955589981926,-10.0,0,2
new,0.0,0.0002581977794990963,-10.0,0,1
roles.,0.0,0.0005163955589981926,-10.0,0,2
solely,0.0,0.0005163955589981926,-10.0,0,2
villager,0.0,0.0002581977794990963,-10.0,0,1
manipulate.,0.0,0.0002581977794990963,-10.0,0,1
"villagers,",0.0,0.0002581977794990963,-10.0,0,1
them.,0.0,0.0005163955589981926,-10.0,0,2
yet.,0.0,0.0005163955589981926,-10.0,0,2
"suspicions,",0.0,0.0002581977794990963,-10.0,0,1
phase.,0.0,0.0002581977794990963,-10.0,0,1
just,0.0,0.000774593338497289,-10.0,0,3
either,0.0,0.0002581977794990963,-10.0,0,1
alliance,0.0,0.0002581977794990963,-10.0,0,1
events.,0.0,0.0002581977794990963,-10.0,0,1
"unity,",0.0,0.0002581977794990963,-10.0,0,1
responds,0.0,0.0002581977794990963,-10.0,0,1
over.,0.0,0.0002581977794990963,-10.0,0,1
"key,",0.0,0.0002581977794990963,-10.0,0,1
appears,0.0,0.0002581977794990963,-10.0,0,1
ones.,0.0,0.0002581977794990963,-10.0,0,1
discuss,0.0,0.0005163955589981926,-10.0,0,2
"insights,",0.0,0.0002581977794990963,-10.0,0,1
indicating,0.0,0.0002581977794990963,-10.0,0,1
key,0.0,0.0002581977794990963,-10.0,0,1
consistency,0.0,0.0002581977794990963,-10.0,0,1
unfairly,0.0,0.0002581977794990963,-10.0,0,1
see,0.0,0.0002581977794990963,-10.0,0,1
flag,0.0,0.0002581977794990963,-10.0,0,1
agendas.,0.0,0.0002581977794990963,-10.0,0,1
villager.,0.0,0.0002581977794990963,-10.0,0,1
"front,",0.0,0.0002581977794990963,-10.0,0,1
shouldn't,0.0,0.0005163955589981926,-10.0,0,2
false,0.0,0.0002581977794990963,-10.0,0,1
justified.,0.0,0.0002581977794990963,-10.0,0,1
especially,0.0,0.0002581977794990963,-10.0,0,1
foster,0.0,0.0005163955589981926,-10.0,0,2
adding,0.0,0.0002581977794990963,-10.0,0,1
attempt,0.0,0.000774593338497289,-10.0,0,3
exposing,0.0,0.0002581977794990963,-10.0,0,1
strategic,0.0,0.0002581977794990963,-10.0,0,1
concerns,0.0,0.0010327911179963851,-10.0,0,4
reasons.,0.0,0.0002581977794990963,-10.0,0,1
transparency,0.0,0.0002581977794990963,-10.0,0,1
quickly,0.0,0.0002581977794990963,-10.0,0,1
"player3,",0.0,0.0010327911179963851,-10.0,0,4
expose,0.0,0.0002581977794990963,-10.0,0,1
diverts,0.0,0.0002581977794990963,-10.0,0,1
appreciate,0.0,0.0010327911179963851,-10.0,0,4
trustworthy.,0.0,0.0002581977794990963,-10.0,0,1
observation.,0.0,0.0002581977794990963,-10.0,0,1
"gone,",0.0,0.0002581977794990963,-10.0,0,1
"earned,",0.0,0.000774593338497289,-10.0,0,3
"however,",0.0,0.004131164471985541,-10.0,0,16
into,0.0,0.0002581977794990963,-10.0,0,1
eliminate,0.0,0.0005163955589981926,-10.0,0,2
inconsistencies.,0.0,0.0012909888974954814,-10.0,0,5
insight.,0.0,0.0002581977794990963,-10.0,0,1
red,0.0,0.0005163955589981926,-10.0,0,2
act.,0.0,0.0002581977794990963,-10.0,0,1
low,0.0,0.0002581977794990963,-10.0,0,1
"approach,",0.0,0.0012909888974954814,-10.0,0,5
everyone.,0.0,0.0002581977794990963,-10.0,0,1
well.,0.0,0.0002581977794990963,-10.0,0,1
forward.,0.0,0.0002581977794990963,-10.0,0,1
perspectives,0.0,0.0002581977794990963,-10.0,0,1
move,0.0,0.0002581977794990963,-10.0,0,1
scrutiny,0.0,0.0002581977794990963,-10.0,0,1
"everyone,",0.0,0.0002581977794990963,-10.0,0,1
feeling,0.0,0.0002581977794990963,-10.0,0,1
offering,0.0,0.0002581977794990963,-10.0,0,1
silence,0.0,0.0002581977794990963,-10.0,0,1
sentiment,0.0,0.0002581977794990963,-10.0,0,1
through,0.0,0.0010327911179963851,-10.0,0,4
earned,0.0,0.0010327911179963851,-10.0,0,4
both,0.0,0.000774593338497289,-10.0,0,3
discussions.,0.0,0.0005163955589981926,-10.0,0,2
may,0.0,0.0028401755744900596,-10.0,0,11
balance,0.0,0.0002581977794990963,-10.0,0,1
arguments.,0.0,0.000774593338497289,-10.0,0,3
fellow,0.0,0.0002581977794990963,-10.0,0,1
distractions,0.0,0.0002581977794990963,-10.0,0,1
we're,0.0,0.0005163955589981926,-10.0,0,2
suggestions.,0.0,0.0002581977794990963,-10.0,0,1
discussing,0.0,0.0002581977794990963,-10.0,0,1
staying,0.0,0.0002581977794990963,-10.0,0,1
were,0.0,0.0005163955589981926,-10.0,0,2
"valid,",0.0,0.0012909888974954814,-10.0,0,5
"united,",0.0,0.0002581977794990963,-10.0,0,1
feel,0.0,0.003356571133488252,-10.0,0,13
echoing,0.0,0.000774593338497289,-10.0,0,3
shift,0.0,0.0002581977794990963,-10.0,0,1
logical,0.0,0.0005163955589981926,-10.0,0,2
responses,0.0,0.0002581977794990963,-10.0,0,1
observations.,0.0,0.000774593338497289,-10.0,0,3
confident,0.0,0.0002581977794990963,-10.0,0,1
wants,0.0,0.0002581977794990963,-10.0,0,1
villagers',0.0,0.0002581977794990963,-10.0,0,1
"proactive,",0.0,0.0002581977794990963,-10.0,0,1
equally.,0.0,0.0002581977794990963,-10.0,0,1
unified,0.0,0.0002581977794990963,-10.0,0,1
center,0.0,0.0002581977794990963,-10.0,0,1
